slug,name,category,description,author,created,last_modified,website,privileges,free,verification,supported_os,capabilities,installation_paths,pe_original_names,pe_filenames,vulnerabilities,references,source_file
rdcman,RDCMan,RAT,"Remote Desktop Connection Manager (RDCMan) is a free Microsoft tool developed by Julian Burger for managing multiple remote desktop connections from a single interface. Part of the Sysinternals suite, RDCMan enables IT administrators, system administrators, server lab managers, developers, and testers to organize, group, and control numerous RDP sessions efficiently.

**IMPORTANT**: This tool is signed with legitimate Microsoft Corporation certificates that are also used to sign numerous other Microsoft products and Windows components. Do NOT blindly block these certificate thumbprints as doing so will likely break essential Windows functionality and other Microsoft applications in your environment. Use certificate data for detection, hunting, and analysis purposes only.",Daniel Koifman (KoifSec),2025-11-12,2025-11-12,https://learn.microsoft.com/en-us/sysinternals/downloads/rdcman,User,True,True,Windows,Remote Desktop Management | Multiple RDP Sessions,*\RDCMan.exe | *\RDCMan-x86.exe,,,CVE-2020-0765,https://learn.microsoft.com/en-us/sysinternals/downloads/rdcman | https://dirteam.com/sander/2021/06/24/remote-desktop-connection-manager-rdcman-is-back/ | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2020-0765,rdcman.yaml
rdp2tcp,rdp2tcp,RAT,rdp2tcp is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/V-E-O/rdp2tcp,,,,Windows,,tdp2tcp.exe | rdp2tcp.py,,,,https://github.com/V-E-O/rdp2tcp,rdp2tcp.yaml
rdpview,RDPView,RAT,RDPView is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,dwrcs.exe,,,,,rdpview.yaml
rdpwrap,rdpwrap,RAT,rdpwrap is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/stascorp/rdpwrap,,,,,,RDPWInst.exe | RDPCheck.exe | RDPConf.exe,,,,https://github.com/stascorp/rdpwrap,rdpwrap.yaml
realvnc,RealVNC,RAT,RealVNC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.realvnc.com/en/connect/,,,,,,,,,,,realvnc.yaml
remcos,Remcos,RMM,Remcos is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,remcos*.exe,,,,,remcos.yaml
remmina,Remmina,RAT,Remmina is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://remmina.org/,,,,,,,,,,,remmina.yaml
remmon,Remmon,RMM,Remmon is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,remmon.exe,,,,https://remmon.hu,remmon.yaml
remobo,Remobo,RMM,Remobo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,remobo.exe | remobo_client.exe | remobo_tracker.exe,,,,https://www.remobo.com - DOA as of 2024,remobo.yaml
remote.it,Remote.it,RMM,Remote.it is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remote.it/,,,,Windows,,remote-it-installer.exe | remote.it.exe | remoteit.exe,,,,https://docs.remote.it/introduction/get-started,remote.it.yaml
remote_desktop_manager_(devolutions),Remote Desktop Manager (Devolutions),RAT,Remote Desktop Manager (Devolutions) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://devolutions.net/,,,,,,,,,,,remote_desktop_manager_(devolutions).yaml
remote_desktop_plus,Remote Desktop Plus,RAT,Remote Desktop Plus is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.donkz.nl/,,,,,,rdp.exe,,,,https://www.donkz.nl/,remote_desktop_plus.yaml
remote_manipulator_system,Remote Manipulator System,RMM,Remote Manipulator System is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://rmansys.ru/,,,,,,rfusclient.exe | rutserv.exe,,,,https://rmansys.ru/files/,remote_manipulator_system.yaml
remote_utilities,Remote Utilities,RMM,Remote Utilities is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remoteutilities.com/,,,,,,rutview.exe | rutserv.exe,,,,https://www.remoteutilities.com/download/,remote_utilities.yaml
remotecall,RemoteCall,RMM,RemoteCall is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remotecall.com/,,,,Windows,,rcengmgru.exe | rcmgrsvc.exe | rxstartsupport.exe | rcstartsupport.exe | raautoup.exe | agentu.exe | remotesupportplayeru.exe,,,,https://help.remotecall.com/hc/en-us/articles/360005128814--RemoteCall-Server-List-For-Firewall,remotecall.yaml
remotepass,RemotePass,RMM,RemotePass is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remotepass.com/,,,,Windows,,remotepass-access.exe | rpaccess.exe | rpwhostscr.exe,,,,https://www.remotepass.com/rpaccess.html - DOA as of 2024,remotepass.yaml
remotepc,RemotePC,RMM,RemotePC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remotepc.com/,,,,Windows,,C:\Program Files (x86)\RemotePC\* | Idrive.File-Transfer | *\RemotePC\* | remotepcservice.exe | RemotePC.exe | remotepchost.exe | idrive.RemotePCAgent | rpcsuite.exe | *\RemotePCService.exe | RemotePCService.exe,,,,https://www.remotedesktop.com/helpdesk/faq-firewall,remotepc.yaml
remoteripple,Remote Ripple,RMM,"Remote Ripple is a free VNC viewer client developed by GlavSoft (the creators of TightVNC) for remote desktop access and control. It is a modern, lightweight viewer based on TightVNC technology that allows users to remotely access and control.",Daniel Koifman (KoifSec),2025-11-12,2025-11-12,https://remoteripple.com,User,True,False,Windows | Mac | Android | iOS,Remote Control | Remote View | Clipboard Exchange | File Transfer | Screen Capture,C:\Program Files\Remote Ripple\* | C:\Program Files (x86)\Remote Ripple\* | RemoteRipple.exe,,,,https://remoteripple.com,remoteripple.yaml
remoteutilities,RemoteUtilities,RMM,RemoteUtilities is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.remoteutilities.com/,,,,,,rutview.exe | *\Remote Manipulator System - Server\* | C:\Program Files\Remote Utilities\* | *\Remote Utilities\* | rutserv.exe | *\rutserv.exe,,,,,remoteutilities.yaml
remoteview,RemoteView,RMM,RemoteView is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://content.rview.com/,,,,,,remoteview.exe | rv.exe | rvagent.exe | rvagtray.exe,,,,https://help.rview.com/hc/en-us/articles/360005175994--RemoteView-Server-list-for-firewall,remoteview.yaml
remsupp,RemSupp,RMM,"RemSupp is a remote desktop / remote support tool observed in a phone-based social engineering phishing attack. It installs in user context, creates RemSupp-specific artifacts under AppData, and communicates with api.remsupp.com.",,2026-04-10,2026-05-04,https://api.remsupp.com,User,unknown,"Installer digitally signed; signer subject ""CN=RemSupp Michał Zarach, O=RemSupp Michał Zarach, L=Gdańsk, ST=Pomorskie, C=PL"" issued under Microsoft Trusted Signing (CN=Microsoft ID Verified CS EOC CA 0*, O=Microsoft Corporation). Trusted Signing mints ephemeral 3-day leaf certs per signing event, so the leaf TBS hash rotates per release while the publisher subject DN is stable.",Windows,Remote desktop | Remote support | Remote control | Screen sharing | File transfer,C:\Users\*\AppData\Local\remsupp-updater\installer.exe | C:\Users\*\AppData\Local\Programs\RemSupp\RemSupp.exe | C:\Users\*\AppData\Local\Programs\RemSupp\Uninstall RemSupp.exe,RemSupp.exe,RemSupp_Setup_x64.exe | RemSupp.exe,,https://api.remsupp.com,remsupp.yaml
res_automation_manager,RES Automation Manager,RMM,RES Automation Manager is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.ivanti.com/company/history/res-software,,,,,,wisshell*.exe | wmc.exe | wmc_deployer.exe | wmcsvc.exe,,,,https://forums.ivanti.com/s/article/INFO-Which-ports-does-Ivanti-Automation-use?language=en_US&ui-force-components-controllers-recordGlobalValueProvider.RecordGvp.getRecord=1,res_automation_manager.yaml
rocketremotedesktop,Rocket Remote Desktop,RMM,Rocket Remote Desktop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.rocketsoftware.com/en-us/products/remote-desktop,,,,Windows,,RDConsole.exe | RocketRemoteDesktop_Setup.exe,,,,,rocketremotedesktop.yaml
rodexrmm,Rodex RMM,RAT,"Rodex RMM is marketed at https://www.rodex.cc/ as a self-hostable Remote Monitoring & Management platform — the operator pays in cryptocurrency ($150-$650/mo recurring, $250-$2,200 first-month onboarding) and the vendor's provisioner installs a stack (Node.js + MongoDB + Go relay + Nginx + SSL) onto the operator's own VPS. The agent is a single Go binary (`RodexAgent.exe`, ~7.3 MB) which establishes a WebSocket back to the operator's relay for remote desktop (WebRTC GUI streaming), remote terminal (PowerShell / Bash / Zsh), CPU/RAM/disk/network monitoring, Windows Update orchestration, and arbitrary script execution.

The marketing positions Rodex as a privacy-preserving alternative to cloud RMMs (""every byte of data stays on your server""), comparable in shape to RustDesk / Tactical RMM / NetLock RMM. **However**, the project profile is materially different from those legitimate self-hostable peers and tracks closer to the TrustConnect / fake-RMM-as-a-service pattern:

- No public source code (RustDesk, Tactical RMM, NetLock are open-source on GitHub; Rodex is not).
- No corporate identity disclosed — no leadership names, no LinkedIn presence, the only contact is `support@rodex.cc`.
- The `rodex.cc` domain was registered 2026-03-12 (NameSilo privacy WHOIS, Cloudflare-fronted).
- Cryptocurrency-only payment.
- Every `RodexAgent.exe` sample observed on VirusTotal is **unsigned** (no Authenticode publisher cert), despite the PE version block claiming `Rodex RMM Suite` / `© 2024-2025 Rodex Technologies Inc.` — that company name is not verifiable in any registry.
- In-the-wild RodexAgent.exe samples have antivirus detection ratios ranging 27/76 to 48/76, with several engines applying the `trojan.tedy/misc` label (Tedy is a known stealer family); one sample carries the label `PasswordStealer.Spyware.Stealer.DDS`.
- Agent filenames observed in the wild include both random-name `C:\Windows\<6-9-char>.exe` drops (e.g. `airj5.exe`, `ccwojfhc.exe`, `n0y9ytr.exe`) and decoy installers impersonating real organisations (`PROSEGURAgent.exe`, `FundacinAdsisAgent.exe`, `Daleph-Install-Default.exe`, `SifemInstall.exe`, `AdobepluginD3238-Install-Default.exe`, `AccessWinRAR.exe`, `InvitationCard.exe`) — all carrying the same `RodexAgent.exe` PE version-block strings underneath.

  Catalogued here as **Category: RAT** (same precedent as `trustconnect.yaml`) — not because the product is necessarily intended as malware, but because the in-the-wild distribution pattern is indistinguishable from RAT-as-a-service and defenders matching `RodexAgent.exe` will encounter unsigned binaries with malware-class filenames rather than vendor-signed RMM agents.",johnk3r,2026-04-03,2026-05-04,https://www.rodex.cc/,User,"No (crypto-only paid plans, $150-$650/mo recurring)","No verification — binaries are unsigned despite PE version-block claiming ""Rodex Technologies Inc."" copyright",Windows | Linux | MacOS,Remote desktop (WebRTC GUI streaming) | Remote terminal (PowerShell / Bash / Zsh) | Endpoint monitoring (CPU / RAM / disk / network) | Windows Update / patch orchestration | Script automation | Self-hosted operator-controlled relay,RodexAgent.exe | rodexagent.exe | C:\Program Files\Rodex\RodexAgent.exe | C:\Windows\<random>.exe,RodexAgent.exe,RodexAgent.exe,,https://www.rodex.cc/ | https://www.virustotal.com/gui/file/e08a097fe259aeca06133b5d1df226f9a2e79e79d7fb44cf5a3503c2b484c21b | https://www.virustotal.com/gui/domain/rodex.cc,rodexrmm.yaml
royal_apps,Royal Apps,RMM,Royal Apps is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.royalapps.com/,,,,Windows,,royalserver.exe | royalts.exe,,,,https://www.royalapps.com/ts/win/download,royal_apps.yaml
royal_server,Royal Server,RMM,Royal Server is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.royalapps.com/server/,,,,,,,,,,https://royalapps.com/server/main/features,royal_server.yaml
royal_ts,Royal TS,RMM,Royal TS is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.royalapps.com/ts/,,,,,,royalts.exe,,,,,royal_ts.yaml
rport,RPort,RMM,RPort is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://kb.rport.io/,,,,,,rport.exe,,,,https://kb.rport.io/using-the-remote-access,rport.yaml
rudesktop,RuDesktop,RMM,RuDesktop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://rudesktop.ru/,,,,,,rd.exe | rudesktop*.exe,,,,https://rudesktop.ru,rudesktop.yaml
runsmart,RunSmart,RMM,RunSmart is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://runsmart.io/,,,,,,,,,,,runsmart.yaml
rustdesk,RustDesk,RMM,RustDesk is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://rustdesk.com/,,Yes,,Windows | Linux | MacOS,,rustdesk*.exe | rustdesk.exe | C:\Users\*\AppData\Local\rustdesk\rustdesk.exe | C:\Users\*\AppData\Local\rustdesk\* | C:\Program Files\RustDesk,,,,https://rustdesk.com/docs/en/,rustdesk.yaml
s3_browser,S3 Browser,RAT,S3 Browser is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://s3browser.com/,,,,,,C:\Program Files (x86)\S3 Browser\* | *\S3 Browser\* | *\s3browser*.exe,,,,,s3_browser.yaml
screenconnect,ScreenConnect,RMM,ScreenConnect is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,"Ali Alwashali, Nasreddine Bencherchali",2023-10-01,2023-10-01,https://www.connectwise.com,,14-Days Free Trial,,Android | IOS | Linux | Mac | Windows,Command Line Support | File Transfer | Install Windows updates | Receive notification when user performs a predefined event | Remote Command Line | Remote Control | Sound Capture | Start / Stop services | View event logs,C:\Program Files (x86)\ScreenConnect Client (Random)\ScreenConnect.ClientService.exe | Remote Workforce Client.exe | *\*\ScreenConnect.ClientService.exe | C:\Program Files (x86)\ScreenConnect Client (<string ID>)\* | *\ScreenConnect Client*\* | *\*\ScreenConnect.WindowsClient.exe | screenconnect*.exe | screenconnect.windowsclient.exe | Remote Workforce Client.exe | screenconnect*.exe | ConnectWiseControl*.exe | connectwise*.exe | screenconnect.windowsclient.exe | screenconnect.clientservice.exe,,,,https://thedfirreport.com/2023/09/25/from-screenconnect-to-hive-ransomware-in-61-hours/,screenconnect.yaml
screenmeet,ScreenMeet,RMM,ScreenMeet is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.screenmeet.com/,,,,,,ScreenMeetSupport.exe | ScreenMeet.Support.exe,,,,https://docs.screenmeet.com/docs/firewall-white-list,screenmeet.yaml
securecrt,SecureCRT,RAT,SecureCRT is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.vandyke.com/products/securecrt/,,,,,,C:\*\SecureCRT.EXE | *\SecureCRT.EXE | *\VanDyke Software\ClientPack\*,,,,,securecrt.yaml
seetrol,Seetrol,RMM,Seetrol is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.seetrol.co.kr/,,,,,,seetrolcenter.exe | seetrolclient.exe | seetrolmyservice.exe | seetrolremote.exe | seetrolsetting.exe,,,,http://www.seetrol.com/en/features/features3.php,seetrol.yaml
senso.cloud,Senso.cloud,RMM,Senso.cloud is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://senso.cloud/,,,,,,SensoClient.exe | SensoService.exe | aadg.exe,,,,https://support.senso.cloud/support/solutions/articles/79000116305-firewall-and-content-filter-configuration,senso.cloud.yaml
servereye,ServerEye,RMM,ServerEye is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.servereye.de/,,,,,,servereye*.exe | ServiceProxyLocalSys.exe,,,,https://www.servereye.de/wp-content/uploads/Anleitung-zur-Erstinstallation_aktuell.pdf,servereye.yaml
showmypc,ShowMyPC,RMM,ShowMyPC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://showmypc.com/,,,,,,SMPCSetup.exe | showmypc*.exe | showmypc.exe | smpcsetup.exe,,,,https://showmypc.com/service/faq/ShowMyPCSecurityOverview1.pdf,showmypc.yaml
simplehelp,SimpleHelp,RMM,"SimpleHelp is a remote monitoring and management (RMM) tool. It has been observed being abused by threat actors as a persistence and remote-access vector during ransomware operations, including campaigns delivering the ""Crazy"" ransomware (VoidCrypt family) reported by Huntress in February 2026.",,2024-08-02,2026-05-04,https://simple-help.com/,,,,Windows,,simplehelpcustomer.exe | simpleservice.exe | simplegatewayservice.exe | remote access.exe | windowslauncher.exe | spsrv.exe | serviceconfig.xml | C:\ProgramData\JWrapper-Remote Access\* | %APPDATA%\JWrapper-SimpleSetup\* | vhost.exe,,,,https://simple-help.com/remote-support | https://www.huntress.com/blog/employee-monitoring-simplehelp-abused-in-ransomware-operations | https://www.huntress.com/blog/slashandgrab-screen-connect-post-exploitation-in-the-wild-cve-2024-1709-cve-2024-1708 | https://www.group-ib.com/blog/muddywater-infrastructure/,simplehelp.yaml
site24x7,Site24x7,RMM,Site24x7 is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.site24x7.com/,,,,,,MEAgentHelper.exe | MonitoringAgent.exe | Site24x7WindowsAgentTrayIcon.exe | Site24x7PluginAgent.exe,,,,https://support.site24x7.com/portal/en/kb/articles/which-ports-do-i-need-to-allow-access-in-my-firewall-to-use-site24x7-agent,site24x7.yaml
skyfex,SkyFex,RMM,SkyFex is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://deskroll.com/,,,,,,Deskroll.exe | DeskRollUA.exe,,,,https://skyfex.com/,skyfex.yaml
smartcode_web_vnc,SmartCode Web VNC,RAT,SmartCode Web VNC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.s-code.com/products/viewerx/webvnc.aspx,,,,,,C:\Program Files\TightVNC\* | *\TightVNC\*,,,,,smartcode_web_vnc.yaml
smartftp,SmartFTP,RAT,SmartFTP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.smartftp.com/,,,,,,C:\Program Files (x86)\SmartFTP Client\en-US\ | *\SmartFTP Client\* | *\SfShellTools.dll.mui,,,,,smartftp.yaml
smartty,SmarTTY,RAT,SmarTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://sysprogs.com/SmarTTY/,,,,,,c:\Program Files (x86)\Sysprogs\SmarTTY\* | *\Sysprogs\SmarTTY\* | *\SmarTTY.exe,,,,,smartty.yaml
solar-putty,Solar-PuTTY,RAT,Solar-PuTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.solarwinds.com/free-tools/solar-putty,,,,,,C:\Program Files\Solar-Putty-v4\* | *\Solar-Putty-v4\* | *\Solar-PuTTY.exe,,,,,solar-putty.yaml
sophos-remote_management_system,Sophos-Remote Management System,RMM,Sophos-Remote Management System is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,clientmrinit.exe | mgntsvc.exe | routernt.exe,,,,https://community.sophos.com/on-premise-endpoint/f/sophos-endpoint-software/5725/sophos-remote-management-system,sophos-remote_management_system.yaml
sorillus,Sorillus,RMM,Sorillus is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,Sorillus-Launcher*.exe | Sorillus Launcher.exe,,,,https://sorillus.com/,sorillus.yaml
splashtop,Splashtop,RMM,Splashtop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Nasreddine Bencherchali,2024-08-02,2024-08-02,https://www.splashtop.com/,,,,,,C:\Program Files (x86)\Splashtop\* | *\Splashtop\Splashtop Remote\Client for RMM\* | strwinclt.exe,,,,https://www.synacktiv.com/publications/legitimate-rats-a-comprehensive-forensic-analysis-of-the-usual-suspects.html,splashtop.yaml
splashtop_remote,Splashtop Remote,RMM,Splashtop Remote is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://www.splashtop.com/,,,,,,strwinclt.exe | Splashtop_Streamer_Windows*.exe | SplashtopSOS.exe | sragent.exe | srmanager.exe | srserver.exe | srservice.exe,,,,https://support-splashtopbusiness.splashtop.com/hc/en-us/articles/115001811966-What-are-the-Firewall-Exceptions-and-IP-addresses-of-Splashtop-servers-Services,splashtop_remote.yaml
splashtopbeta,Splashtop (Beta),RMM,Splashtop (Beta) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.splashtop.com/,,,,,,SRServer.exe | SplashtopSOS.exe | Splashtop_Streamer_Windows*.exe | SRManager.exe,,,,,splashtopbeta.yaml
spyanywhere,SpyAnywhere,RMM,SpyAnywhere is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.spytech-web.com/,,,,,,sysdiag.exe,,,,https://www.spyanywhere.com/support.shtml,spyanywhere.yaml
sunlogin,SunLogin,RMM,SunLogin is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://sunlogin.oray.com/,,,,,,OrayRemoteShell.exe | OrayRemoteService.exe | sunlogin*.exe,,,,https://sunlogin.oray.com/en/embed/software.html,sunlogin.yaml
superops,SuperOps,RMM,SuperOps is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://superops.com/,,,,,,superopsticket.exe | superops.exe,,,,https://support.superops.com/en/articles/6632028-how-to-download-and-deploy-the-agent,superops.yaml
superputty,SuperPuTTY,RAT,SuperPuTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/jimradford/superputty,,,,,,C:\Downloads\SuperPuTTY\* | *Downloads\SuperPuTTY\* | *\superputty.exe | *\SuperPuTTY\*,,,,,superputty.yaml
supremo,Supremo,RMM,Supremo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,@KyawPyiytHtet,2024-08-02,2024-12-02,https://www.supremocontrol.com/,Current User,,None,Windows | Linux | MacOS,Remote Management session,*\\supremoremotedesktop\\supremosystem.exe | %USERPROFILE%\\AppData\\Local\\Temp\\SupremoRemoteDesktop\\ | C:\\ProgramData\\SupremoRemoteDesktop\\ | supremo.exe | supremohelper.exe | supremoservice.exe | SupremoSystem.exe,,SupremoSystem.exe,,https://www.supremocontrol.com/,supremo.yaml
syncro,Syncro,RMM,Syncro is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://syncromsp.com/,,,,,,Syncro.Installer.exe | Kabuto.App.Runner.exe | Syncro.Overmind.Service.exe | Kabuto.Installer.exe | KabutoSetup.exe | Syncro.Service.exe | Kabuto.Service.Runner.exe | Syncro.App.Runner.exe | SyncroLive.Service.exe | SyncroLive.Agent.exe,,,,https://community.syncromsp.com/t/syncro-exceptions-and-allowlists/2004,syncro.yaml
syncthing,Syncthing,RAT,Syncthing is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://syncthing.net/,,,,Windows,,C:\Users\*\AppData\Roaming\SyncTrayzor\* | *Users\*\AppData\Roaming\SyncTrayzor\* | *\Syncthing.exe,,,,,syncthing.yaml
synergy,Synergy,RAT,Synergy is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://symless.com/synergy,,,,,,,,,,https://symless.com/synergy,synergy.yaml
sysaid,SysAid,RMM,SysAid is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.sysaid.com/,,,,,,C:\Program Files\SysAidServer\* | *\SysAidServer\* | *\SysAid\* | *\IliAS.exe,,,,,sysaid.yaml
syspectr,Syspectr,RMM,Syspectr is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.syspectr.com/,,,,,,oolocker.exe | oosyspectr.exe | syspectr.exe,,,,https://syspectr.com,syspectr.yaml
tactical_rmm,Tactical RMM,RMM,Tactical RMM is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://docs.tacticalrmm.com/,,,,,,tacticalrmm.exe | tacticalrmm.exe,,,,https://docs.tacticalrmm.com,tactical_rmm.yaml
tailscale,Tailscale,RAT,Tailscale is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://tailscale.com/,,,,,,tailscale-*.exe | tailscaled.exe | tailscale-ipn.exe,,,,https://tailscale.com/kb/1023/troubleshooting,tailscale.yaml
tanium,Tanium,RMM,Tanium is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,https://www.tanium.com/,,,,,,TaniumClient.exe | TaniumCX.exe | TaniumExecWrapper.exe | TaniumFileInfo.exe | TPowerShell.exe,,,,https://help.tanium.com/bundle/ug_client_cloud/page/client/platform_connections.html,tanium.yaml
taniumdeploy,Tanium Deploy,RMM,Tanium Deploy is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.tanium.com/products/tanium-deploy/,,,,,,,,,,,taniumdeploy.yaml
teamviewer,TeamViewer,RMM,TeamViewer is a remote monitoring and management (RMM) tool.,"Nasreddine Bencherchali, Michael Haag",2024-08-02,2025-12-14,https://www.teamviewer.com/en,user,True,False,Android | ChromeOS | IOS | Linux | Mac | Windows,,C:\Program Files\TeamViewer\ | teamviewer_desktop.exe | teamviewer_service.exe | teamviewerhost,,TeamViewer.exe,https://www.cvedetails.com/vulnerability-list/vendor_id-11100/product_id-19942/Teamviewer-Teamviewer.html,https://community.teamviewer.com/English/kb/articles/4139-ports-used-by-teamviewer | https://arista.my.site.com/AristaCommunity/s/article/Security-Analysis-TeamViewer# | https://www.teamviewer.com/en/global/support/knowledge-base/teamviewer-classic/troubleshooting/log-file-reading-incoming-connection/ | https://www.synacktiv.com/publications/legitimate-rats-a-comprehensive-forensic-analysis-of-the-usual-suspects.html | https://github.com/Purp1eW0lf/Blue-Team-Notes,teamviewer.yaml
teledesktop,TeleDesktop,RMM,TeleDesktop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2025-12-14,,,,,,,pstlaunch.exe | ptdskclient.exe | ptdskhost.exe,,,,http://potomacsoft.com/ - DOA as of 2024,teledesktop.yaml
